"","ID","Review.Date","Location","Hotel.Restaurant.name","Review"
"179","rn562700682","Reviewed February 25, 2018 "," Patong","Le Brooklyn Patong","The place gives the feeling that it is going to be successful.
But ... they take an order from you and do not ask how you want the burger cooked. The burger is dead, completely dry. The fries are full of oil. I did not...More"
"180","rn562370602","Reviewed February 23, 2018 "," Patong","Le Brooklyn Patong","Really lovely burger place with a variation of different choice toppings, very flavoursome and tasty. Great service very attentive staff. And the fries were perfect !"
"181","rn562086435","Reviewed February 22, 2018 "," Patong","Le Brooklyn Patong","Best burger and amazing staff. The guy speak English and Franch very well. Perfect ambiance! AMERICAN BURGER IN PATONG<f0><U+009F><U+0092><U+0099>"
"182","rn576042038","Reviewed 3 weeks ago "," Patong","Le Brooklyn Patong","Great burgers at a fair price. Personnel were great, fast and very friendly. Would recommend this to everyone."
"183","rn574177219","Reviewed 4 weeks ago "," Patong","Le Brooklyn Patong","Tasty burgers with a fair price. 100% recommend it. The staff is also very friendly and helpful. The place could use a little more decorating but definitely worth the trip."
"184","rn570140768","Reviewed April 1, 2018 "," Patong","Le Brooklyn Patong","Visit was purely based on all the positive reviews. There are however some reviews that mention very dry burgers with little to no sauce and even less taste in combination with French fries that are the very opposite of crunchy.
I should have paid more...More"
"185","rn566946785","Reviewed March 16, 2018 "," Patong","Le Brooklyn Patong","After reading all the reviews we though we better try this this should be an awesome burger. We ordered a cheeseburger and a Brooklyn burger. While the flavour of the onion capsicum cheese and sauce was all there and worked well together i found the...More"
"186","rn566226061","Reviewed March 13, 2018 "," Patong","Le Brooklyn Patong","After 2 months of Asian food we were really craving a good burger. Le Brooklyn provided the cure with tasty homemade burgers and fries. The burgers are HUGE (especially if you get the double cheeseburger like we did). The staff are really friendly and even...More"
"187","rn564878731","Reviewed March 6, 2018 "," Patong","Le Brooklyn Patong","Great burgers and homemade fries ... nice atmosphere: really recommend if you want a good quality burger in Patong."
"188","rn564273779","Reviewed March 4, 2018 "," Patong","Le Brooklyn Patong","<U+0627><U+0641><U+0636><U+0644> <U+0645><U+0637><U+0639><U+0645> <U+0628><U+0631><U+0642><U+0631> <U+0641><U+064A> <U+0628><U+0648><U+0643><U+064A><U+062A> <U+0628><U+0644><U+0627> <U+0645><U+0646><U+0627><U+0632><U+0639><U+060C> <U+0628><U+0627><U+0644><U+0631><U+063A><U+0645> <U+0645><U+0646> <U+0627><U+0646> <U+0627><U+0644><U+0628><U+0637><U+0627><U+0637><U+0633> <U+0627><U+0644><U+0645><U+0642><U+0644><U+064A><U+0629> <U+0645><U+0644><U+064A><U+0626><U+0629> <U+0628><U+0627><U+0644><U+0632><U+064A><U+062A> <U+0648><U+0644><U+0643><U+0646> <U+0637><U+0639><U+0645><U+0647><U+0627> <U+0645><U+0642><U+0628><U+0648><U+0644><U+060C> <U+0645><U+0627><U+0631><U+0627><U+062D> <U+064A><U+0633><U+0623><U+0644><U+0648><U+0646><U+0643> <U+0643><U+064A><U+0641> <U+062A><U+0628><U+064A> <U+062F><U+0631><U+062C><U+0629> <U+0637><U+0628><U+062E> <U+0627><U+0644><U+0644><U+062D><U+0645><U+0629> <U+0644><U+0643><U+0646> <U+0645><U+0645><U+0643><U+0646> <U+0627><U+0646><U+0643> <U+062A><U+0637><U+0644><U+0628>.
One of the best burgers in town despite their oily Fries, BTY they don't ask u how...More"
"189","rn562700682","Reviewed February 25, 2018 "," Patong","Le Brooklyn Patong","The place gives the feeling that it is going to be successful.
But ... they take an order from you and do not ask how you want the burger cooked. The burger is dead, completely dry. The fries are full of oil. I did not...More"
"190","rn562370602","Reviewed February 23, 2018 "," Patong","Le Brooklyn Patong","Really lovely burger place with a variation of different choice toppings, very flavoursome and tasty. Great service very attentive staff. And the fries were perfect !"
"191","rn562086435","Reviewed February 22, 2018 "," Patong","Le Brooklyn Patong","Best burger and amazing staff. The guy speak English and Franch very well. Perfect ambiance! AMERICAN BURGER IN PATONG<f0><U+009F><U+0092><U+0099>"
"192","rn576042038","Reviewed 3 weeks ago "," Patong","Le Brooklyn Patong","Great burgers at a fair price. Personnel were great, fast and very friendly. Would recommend this to everyone."
"193","rn574177219","Reviewed 4 weeks ago "," Patong","Le Brooklyn Patong","Tasty burgers with a fair price. 100% recommend it. The staff is also very friendly and helpful. The place could use a little more decorating but definitely worth the trip."
"194","rn570140768","Reviewed April 1, 2018 "," Patong","Le Brooklyn Patong","Visit was purely based on all the positive reviews. There are however some reviews that mention very dry burgers with little to no sauce and even less taste in combination with French fries that are the very opposite of crunchy.
I should have paid more...More"
"195","rn566946785","Reviewed March 16, 2018 "," Patong","Le Brooklyn Patong","After reading all the reviews we though we better try this this should be an awesome burger. We ordered a cheeseburger and a Brooklyn burger. While the flavour of the onion capsicum cheese and sauce was all there and worked well together i found the...More"
"196","rn566226061","Reviewed March 13, 2018 "," Patong","Le Brooklyn Patong","After 2 months of Asian food we were really craving a good burger. Le Brooklyn provided the cure with tasty homemade burgers and fries. The burgers are HUGE (especially if you get the double cheeseburger like we did). The staff are really friendly and even...More"
"197","rn564878731","Reviewed March 6, 2018 "," Patong","Le Brooklyn Patong","Great burgers and homemade fries ... nice atmosphere: really recommend if you want a good quality burger in Patong."
"198","rn564273779","Reviewed March 4, 2018 "," Patong","Le Brooklyn Patong","<U+0627><U+0641><U+0636><U+0644> <U+0645><U+0637><U+0639><U+0645> <U+0628><U+0631><U+0642><U+0631> <U+0641><U+064A> <U+0628><U+0648><U+0643><U+064A><U+062A> <U+0628><U+0644><U+0627> <U+0645><U+0646><U+0627><U+0632><U+0639><U+060C> <U+0628><U+0627><U+0644><U+0631><U+063A><U+0645> <U+0645><U+0646> <U+0627><U+0646> <U+0627><U+0644><U+0628><U+0637><U+0627><U+0637><U+0633> <U+0627><U+0644><U+0645><U+0642><U+0644><U+064A><U+0629> <U+0645><U+0644><U+064A><U+0626><U+0629> <U+0628><U+0627><U+0644><U+0632><U+064A><U+062A> <U+0648><U+0644><U+0643><U+0646> <U+0637><U+0639><U+0645><U+0647><U+0627> <U+0645><U+0642><U+0628><U+0648><U+0644><U+060C> <U+0645><U+0627><U+0631><U+0627><U+062D> <U+064A><U+0633><U+0623><U+0644><U+0648><U+0646><U+0643> <U+0643><U+064A><U+0641> <U+062A><U+0628><U+064A> <U+062F><U+0631><U+062C><U+0629> <U+0637><U+0628><U+062E> <U+0627><U+0644><U+0644><U+062D><U+0645><U+0629> <U+0644><U+0643><U+0646> <U+0645><U+0645><U+0643><U+0646> <U+0627><U+0646><U+0643> <U+062A><U+0637><U+0644><U+0628>.
One of the best burgers in town despite their oily Fries, BTY they don't ask u how...More"
"199","rn562700682","Reviewed February 25, 2018 "," Patong","Le Brooklyn Patong","The place gives the feeling that it is going to be successful.
But ... they take an order from you and do not ask how you want the burger cooked. The burger is dead, completely dry. The fries are full of oil. I did not...More"
"200","rn562370602","Reviewed February 23, 2018 "," Patong","Le Brooklyn Patong","Really lovely burger place with a variation of different choice toppings, very flavoursome and tasty. Great service very attentive staff. And the fries were perfect !"
"201","rn562086435","Reviewed February 22, 2018 "," Patong","Le Brooklyn Patong","Best burger and amazing staff. The guy speak English and Franch very well. Perfect ambiance! AMERICAN BURGER IN PATONG<f0><U+009F><U+0092><U+0099>"
"202","rn560753718","Reviewed February 15, 2018 "," Patong","i-Kroon Cafe","Came here as I was passing through Patong, the service was quick and friendly! I had the XL burger which was delicious and the nicest burger I have had in Phuket so far! There were many other things that looked delicious on the menu so...More"
"203","rn559622604","Reviewed February 10, 2018 "," Patong","i-Kroon Cafe","We found this restaurant while looking on trip advisor and the reviews were so good we decided to give it a try...We actually walked 40 mins from our guesthouse to get here...Food was brilliant...Opted for burgers as we were really hungry...They were delicious and came...More"
"204","rn553474139","Reviewed January 12, 2018 "," Patong","i-Kroon Cafe","Food is really delicious, especially the burgers. Must try the fish burger. Cheap prices. Great service. GO!"
"205","rn553362687","Reviewed January 12, 2018 "," Patong","i-Kroon Cafe","The food was excellent as was the coffees but the menu was not that exciting - very delicious food but nothing that surprised - burgers, sandwiches and breakfast platters were mostly what was on the menu - their mocha though saved my morning !"
"206","rn551088952","Reviewed January 2, 2018 "," Patong","i-Kroon Cafe","The food and service here is amazing and the prices are cheap. The grilled chicken burger, crispy chicken burger and ikroon burgers are amazing!"
"207","rn548779613","Reviewed December 22, 2017 "," Patong","i-Kroon Cafe","Nice place to sit and eat, drink coffee, have a burger or cake. Food very well presented and good taste. Excellent fruit shake...Excellent wifi"
"208","rn546320441","Reviewed December 9, 2017 "," Patong","i-Kroon Cafe","A nice friendly cafe that will do some nice simple cafe food like your bacon n egg rolls , burgers and a variety of coffees that are all fairly cheap."
"209","rn545718809","Reviewed December 7, 2017 "," Patong","i-Kroon Cafe","Came with family, ordered Fish Burger, Omelette and Pad Thai for food. Pad Thai was real nice and inexpensive, Fish Burger was decent but the omelette was average at best. I love the drinks tho, smoothie and shake were both awesome. Recommend smoothies over shakes...More"
"210","rn538920999","Reviewed November 6, 2017 "," Patong","i-Kroon Cafe","Came here to have a good hearty lunch after a workout. Ordered the naked burger which was quite good, everything was really fresh and service was friendly. Only knock on this place is if you are a heavy eater like me then you will be...More"
"211","rn572818024","Reviewed April 12, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","Returned here months later. The food is still great and glad to see they have added bbq ribs to their menu! Good value for the area. Today I've had the peri peri beef burger, delicious. 33° today, thankfully staff put a fan on us. ."
"212","rn570364115","Reviewed April 2, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","We went here based upon the reviews of others on TripAdvisor, and it lived up to the reputation. The pineapple curry, burgers, fish and chips and pineapple fried rice were all great. The staff were amazingly attentive and the service was friendly. Finally the bill...More"
"213","rn570346196","Reviewed April 2, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","Just fancied a burger for wee change as was not dissapointed ,was here last year and it is still as good,it tastes better sitting outside in the humid weather having a cold beer and burger"
"214","rn562279822","Reviewed February 23, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","We previously came to Ann’s in February 2016 after recommendation and they do amazing food.
Traditional Thai and western food. The Pad Thai is amazing. The burgers are to die for and the home made chips are awesome. She also makes lemon meringue pie and...More"
"215","rn560774366","Reviewed February 15, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","Have eaten at Ann’s several times and on each occasion the food has been terrific. Peri Peri chicken my favourite but enjoyed burgers and sandwiches as well. Even good to stop by on Friday for a beer when the street markets are on. Friendly staff...More"
"216","rn560637472","Reviewed February 15, 2018 "," Choeng Thale","Ann's Kitchen Bar and Grill","1 hour and a half waiting for food, warm drinks, at 1 hr both burgers undercooked. Waitress is nice but just in general poor restaurant in general. Piri piri chicken burger came out with Smith's chips?? Food was terrible all around. Not worth your time....More"
"217","rn549664112","Reviewed December 28, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","We have been to Ann's twice on the same week. The first time I decided to try the bacon burger. It was delicious. It was accompanied of fries which were homemade.
The second time I tried the green curry with chicken. I ordered medium spice...More"
"218","rn549624020","Reviewed December 27, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","We ate at Ann's Kitchen after reading reviews on Trip Advisor. We enjoyed the food so much (burgers, chips, green curry and rice), that we returned again. On our second visit Anne's children were at the restaurant so our children had a great time playing...More"
"219","rn549290646","Reviewed December 26, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","We came to Ann’s yesterday for food & it was that great, that we came back again today.
The first day we ordered together:
Penang curry
Fish and chips
BBQ Burger.
I won’t bother writing individual reviews as all of the food was great!
The...More"
"220","rn544129282","Reviewed November 29, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","This place was nice, in a very posh area of Phuket not far from all the Big Hotels and Laguna. The food was great with lots of Western options like Burgers and (Crispy) fries. I tried some friends curry and another's chicken, both Delicious as...More"
"221","rn541719172","Reviewed November 18, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","Stopped on way back to Phucket with a crew of people and sat in beer garden.
Good beers, nice and cold.
Was advised Anns Curry was worth a try and it definitely was so if you visit even though burgers and western food is good,...More"
"222","rn540643620","Reviewed November 13, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","This place simply is one of the places that has the best Western Style food around. Don't get me wrong also good Thai food but if you're in for a Chicken Wrap or a burger search no more. I go here multiple times per month...More"
"223","rn540642265","Reviewed November 13, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","I’ve been dining at Ann’s kitchen for years now. Always great food in a relaxed outdoor environment.
They now have a new burger which is ridiculously good. I don’t think it’s on the menu yet but it’s a beef burger with bacon, bbq sauce and...More"
"224","rn530120635","Reviewed October 5, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","I just discovered that Ann's world famous (at least it should be!) piri piri chicken is now available as a burger. Served with fries to die for"
"225","rn517822645","Reviewed August 26, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","I had the piri piri burger, great taste but if you don't like spicy food I would recommend possibly avoiding this dish.
The heat did not start until about half way through the meal when it was like, hmm there is a small fire in...More"
"226","rn475422231","Reviewed April 13, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","Nice family meal. Burgers and chips were excellent. Staff very friendly and accommodating. Beers ice cold. Good value for the money. Would recommend"
"227","rn468189657","Reviewed March 17, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","Ann's kitchen is very good. She has a varied menu ranging from burgers to Thai food. Her Chicken Curry with Naan bread was excellent as was the lemon meringue pie!!
Had we more time, I would have like to try the Piri Piri Chicken!!
Ann...More"
"228","rn463154997","Reviewed February 27, 2017 "," Choeng Thale","Ann's Kitchen Bar and Grill","This is one of the best restaurant in Cherngtalay area. The owner is the one cooking and most dishes are very good but my best are:
1) Salmon (from Norway) perfectly cook with good vegetable and fries
2) Peri Burger
3) Peri chicken
4) Chicken...More"
"229","rn580530605","Reviewed 5 days ago "," Patong","Rustic - Eatery & Bar","Located on the road by the beach it has great little terrace, the food is amazing, great burgers and pizza, service is also up to scale"
"230","rn575050585","Reviewed 4 weeks ago "," Patong","Rustic - Eatery & Bar","We really loved our dinner at rustic! The service was super and the food to die for! I took the burger and it was one of the most perfect burgers and the fries with it where amazing, i just was sad I had not enough...More"
"231","rn572383841","Reviewed April 10, 2018 "," Patong","Rustic - Eatery & Bar","It is in a good position outside of crowded Patong street but on the beach. we ordered 9 meals and shared, all food was delicious from Hamburgers to all other meals. Cakes are very delicious also. Employees and manager are very polite and helpful. Prices...More"
"232","rn570913794","Reviewed April 3, 2018 "," Patong","Rustic - Eatery & Bar","Super service, excellent food...the kids loved the brick oven pizzas, wagyu burgers - delicious and fresh, innovative salads...Greek quinoa. Great location, out of the hustle of the centre but within walking distance. We will return."
"233","rn567373955","Reviewed March 18, 2018 "," Patong","Rustic - Eatery & Bar","Had dinner last night, first meal during this varation that actually gave me a ”wow”-feeling. Burger was really good, Good precense from the waitresses & atmosphere cozy!"
"234","rn563116156","Reviewed February 27, 2018 "," Patong","Rustic - Eatery & Bar","Wow!
Just Devine food.
Highly highly recommend :
Chicken wings or calamari for starter
Burger
and a side of mash potato
The end with complimentary macaroons and cold towel are a slice of heaven at the end.
Must visit when in Phuket"
"235","rn549421195","Reviewed December 26, 2017 "," Patong","Rustic - Eatery & Bar","The restaurant was a big hit with everyone in our group with consistent comments about the excellent food. We ordered a range of dishes from pizza, pasta, burgers and Thai dishes and finished with some delicious ice cream.
The restaurant is on a quieter segment...More"
"236","rn546515007","Reviewed December 10, 2017 "," Patong","Rustic - Eatery & Bar","Nothing bad to say!! Really good service<U+263A><U+FE0F> price was also very good ! I can recommend the burger !really enjoyed the food ! <U+263A><U+FE0F>"
"237","rn544605468","Reviewed December 2, 2017 "," Patong","Rustic - Eatery & Bar","Very nice place with tasty food.We were 2 times already and will go again,especially for the Godfather burger.Perfect atmosphere!"
"238","rn544505902","Reviewed December 1, 2017 "," Patong","Rustic - Eatery & Bar","Wow this place is so relaxing! They brought out some different breads with olive oil abd balsamic. My husband had a burger and asked how he'd like it cooked. I'm a coeliac but opted for the slow cooked pork which was lovely and even had...More"
"239","rn541797402","Reviewed November 18, 2017 "," Patong","Rustic - Eatery & Bar","This restaurant is towards the end of Patong beach, and the food is incredible. We went here for dinner late in the evening, and I had the sesame-crusted chicken with sweet potato puree, while my boyfriend had a burger. My meal was one of the...More"
"240","rn572111961","Reviewed April 9, 2018 "," Kamala","Grill Bill","This place was so good! Amazing ribs, my husband got the burger and it was huge, garlic bread very good. The portions are big so very fulfilling. This place is right down from Kamala beach. It’s a small restaurant but they take reservations. I recommend...More"
"241","rn567376220","Reviewed March 18, 2018 "," Kamala","Grill Bill","Although I knew we should have had a reservation, we showed up anyway. Luckily, we only had to wait 30 minutes for a place to sit. We had a cheeseburger and baked pasta. The food was hot and tasty. Sunny was a good host, even...More"
"242","rn563805952","Reviewed March 2, 2018 "," Kamala","Grill Bill","<U+0421><U+0438><U+043B><U+044C><U+043D><U+043E><U+0435> <U+0438><U+043D><U+0444><U+0435><U+043A><U+0446><U+0438><U+043E><U+043D><U+043D><U+043E><U+0435> <U+043E><U+0442><U+0440><U+0430><U+0432><U+043B><U+0435><U+043D><U+0438><U+0435>!!!
Hello, thank you very much for the spoiled rest. The day before yesterday came to your restaurant (3 people) and ordered three burgers. 2 with beef and one for me with chicken. On this day, I ate nothing more and did not...More"
"243","rn563525522","Reviewed March 1, 2018 "," Kamala","Grill Bill","We had a very tasteless double cheese burger and a dry, thai-oil covered barbecue chicken. Portions were big for sure but quality was only average."
"244","rn562672116","Reviewed February 25, 2018 "," Kamala","Grill Bill","Even thought this restaurant is marketing homemade burgers and pizzas (which are ok), I think they have better Thaifood than in many places. So, worth to try also local dishes."
"245","rn557648617","Reviewed January 31, 2018 "," Kamala","Grill Bill","My girlfriend and I were both quite disappointed with our meals. I ordered a hamburger and she ordered a pasta dish. The hamburger was very dry, crumbly and tasteless and the bun was stale. The accompanying chips were so salty that I had to leave...More"
"246","rn549750392","Reviewed December 28, 2017 "," Kamala","Grill Bill","Tasty food, very good service.
Recommend ribs, steak and burgers. Garlic bread is fantastic.
Small restaurant with nice environment and fresh barbeque during eating."
"247","rn545748257","Reviewed December 7, 2017 "," Kamala","Grill Bill","Good service, nice facilities, but the food is a disapointment... I had had the burger, so did my friend, the meet was good but when everything else on the burger is half-good the dinner is ruined. Sure it's tasty but for the price (almost 400...More"
"248","rn545092705","Reviewed December 4, 2017 "," Kamala","Grill Bill","My friend raved about this place and I wasn't disappointed! My perception of the hamburger was changed forever. The atmosphere is hands down well above par and I felt like family. The owners superb and some of the most hospitable I've ever met. Thanks to...More"
"249","rn526654333","Reviewed September 22, 2017 "," Kamala","Grill Bill","Fantastic little restaurant in Kamala Beach, the staff are super friendly, fast and efficient. Great Grill Bill theme. Bar is well stocked. Burgers are seasoned to perfection and delicious. Portions are generous and damn well hearty. We shared a full rack of ribs between two...More"
"250","rn523096151","Reviewed September 10, 2017 "," Kamala","Grill Bill","We had dinner here and the burger just stood out and that's when everything was already well executed. We had a large size and it came with 2 patties. The only thing missing is the pickle.
The mixed grill plate with the ribs was juicy...More"
"251","rn579810599","Reviewed 1 week ago "," Kata Beach","Burger House Kata Beach","It's a small place. The staff is very friendly. The burgers (specially the Vega one) is absolutely amazing and from time to time a tasty variety to the local thai food. It's a little pricey but definitely worth."
"252","rn579598272","Reviewed 1 week ago "," Kata Beach","Burger House Kata Beach","We enjoyed a nice lunch at the Kata beach Burger House. It was a great place for a burger and chips, and a nice change from Thai food. Very friendly service and the owner couldn’t have been more accommodating to us, even providing us with...More"
"253","rn578806758","Reviewed 1 week ago "," Kata Beach","Burger House Kata Beach","Be ready to pay double for a full combo ( burger + fries + drink )
But also be ready for good service and good food !!
The home made sauce is a must and the food was served FRESH and VERYYYY TASTY !!"
"254","rn572763147","Reviewed April 11, 2018 "," Kata Beach","Burger House Kata Beach","Best Burgers by far! Patty was handmade and portion were big! Do not that they sell beers/alcohol but it is kept in a separated refrigerator and it is a little bit pricey."
"255","rn570684132","Reviewed April 3, 2018 "," Kata Beach","Burger House Kata Beach","Tried their burgers two times for lunch during our holiday, they are very good. The there of us all had beef burgers, they have different kinds, all the ones we tried were good. Small place, with good service, so we can recommend."
"256","rn568824080","Reviewed March 26, 2018 "," Kata Beach","Burger House Kata Beach","It's alright and tastes like home. There are also super interesting and cheaper burgers done by locals in old phuket townMore"
"257","rn567661481","Reviewed March 20, 2018 "," Kata Beach","Burger House Kata Beach","Great food and fair prices. Big portions and very friendly owners. I ve been here a few times and have always had a great meal. Can’t recommend this place enough. If you love burgers then this is the place for you."
"258","rn565864819","Reviewed March 11, 2018 "," Kata Beach","Burger House Kata Beach","Indeed the best burgers in town. A must try is the sweet burger and fries. also try the jambalaya souce. Thanks Boris for always serving so good burgers and for always keeping your smile, to all your staff."
"259","rn565195829","Reviewed March 7, 2018 "," Kata Beach","Burger House Kata Beach","My gosh! Perfect shawarma(kebab)!!! Best in da hood. Not that tiny diner on a street! Also u can find all kinds of burgers. Will come back for sure. <f0><U+009F><U+0087><U+00B9><f0><U+009F><U+0087><U+00AD> <U+041B><U+0443><U+0447><U+0448><U+0430><U+044F> <U+0448><U+0430><U+0443><U+0440><U+043C><U+0430> <U+043D><U+0430> <U+0437><U+0430><U+043F><U+0430><U+0434><U+043D><U+043E><U+043C> <U+043F><U+043E><U+0431><U+0435><U+0440><U+0435><U+0436><U+044C><U+0435>!"
"260","rn565184535","Reviewed March 7, 2018 "," Kata Beach","Burger House Kata Beach","We had chicken cheese burger for dinner - meat and veges were fresh and full-filling! We love the sauces offered (they are free) - we tried their homemade sauce samurai something which was not bad at all :). Staff very friendly"
"261","rn562634388","Reviewed February 24, 2018 "," Kata Beach","Burger House Kata Beach","We have visited burger house multuple times this trip and multiple times on our previous trip to kata 3 years ago. The texas fries are delicious! Loaded with barbecue sauce, spring onion, cheese and fresh tomato. The chicken shawarma wrap is also great, and the...More"
"262","rn561207496","Reviewed February 18, 2018 "," Kata Beach","Burger House Kata Beach","there are lots of restuarants that serve burgers in Phuket but this is the only specialist burger house i found. The owner Boris also took time to talk to me,which gave it a personal touch. every other restuarant i went to was me paying money...More"
"263","rn559723400","Reviewed February 10, 2018 "," Kata Beach","Burger House Kata Beach","We stopped by The Burger House while walking around Kata Beach. The food was very, very nice. Myself and my stepson had cheeseburgers and my partner had a chicken shawarma wrap. The burgers were obviously handmade and all our food was freshly cooked to order....More"
"264","rn559342792","Reviewed February 9, 2018 "," Kata Beach","Burger House Kata Beach","The burgers were really good and tasty (maybe a little bit small if you're really hungry). The owner and the waitress were REALLY nice, polite and funny.
Really recommended!!!"
"265","rn558941635","Reviewed February 6, 2018 "," Kata Beach","Burger House Kata Beach","Lovely staff . Great food. Fresh Fish burger better than others I have tried. My wife had chicken wrap also extremely good. Great value for this part of town."
"266","rn554159295","Reviewed January 16, 2018 "," Kata Beach","Burger House Kata Beach","Stopped by for lunch, really good meaty burger and homemade dressing, loved the big fremhever fries as well. Really good service"
"267","rn552487666","Reviewed January 8, 2018 "," Kata Beach","Burger House Kata Beach","The burgers here are really tasty, one of the best of Thailand! Owner and his wife are so kind. Definitely visit!"
"268","rn552120355","Reviewed January 6, 2018 "," Kata Beach","Burger House Kata Beach","The staff is Very kind!!!
Boris speaks French, English very well!
The bread is fresh and the meat very well baked.
I recommend this restaurant to anyone who want to eat in a clean place!
The vibe is so good In burger house, I like...More"
"269","rn551774871","Reviewed January 5, 2018 "," Kata Beach","Burger House Kata Beach","We went to this burger house after a big hangover and must say that it was the best thing we could do! The burgers are so sooo good! The bread is baked here, all the ingredients are fresh! This is the best burger of Kata,...More"
"270","rn550503383","Reviewed December 31, 2017 "," Kata Beach","Burger House Kata Beach","Amazing Burgers! Boris runs a very cozy joint. Had the double, mushroom and fish burgers all where fantastic. Each with its own unique dressing. Really great for lunch after a long day at the beach."
"271","rn546927329","Reviewed December 12, 2017 "," Kata Beach","Burger House Kata Beach","Nice and friendly staff. Small restorant but designed in a fun fashion. We ate cheeseburger, not the best but it was good. French fries were fresh and crispy. We loved source samourai, hot sweet dipping for fries."
"272","rn546644135","Reviewed December 11, 2017 "," Kata Beach","Burger House Kata Beach","Really really great burger! We visited kata beach for one day(our hotel is in patong) and just looked at nearby restaurants and found this gem! The french owner made us feel extremely welcome and the price for two people was 840 baht for two double...More"
"273","rn545322644","Reviewed December 5, 2017 "," Kata Beach","Burger House Kata Beach","I had my second burger in two days.
Homemade buns and burger fried onion
Fresh sallad and yummie garlic dressing
And cheddar cheese ,i say no Moore
Oh My budda this was heaven for My stomach
And made My day twice <f0><U+009F><U+0098><U+0080>
Cant Wait to...More"
"274","rn534354723","Reviewed October 19, 2017 "," Kata Beach","Burger House Kata Beach","I am a self proclaimed vegegan (vegetarian who is part time vegan). This place is the bomb.com if they made a burger full of world peace and equality I think this would be it. There wasn't mushroom in my belly after I destroyed the vegetarian...More"
"275","rn532478338","Reviewed October 12, 2017 "," Kata Beach","Burger House Kata Beach","Good fries, but the burger had totally no taste. It could be good but without barbeque spice it can never be a burger (no matter what)."
"276","rn532354658","Reviewed October 12, 2017 "," Kata Beach","Burger House Kata Beach","Tired of the 400-600 baht burgers. Come checkout this little burger joint. They use quality ingredients and burgers start at 185baht, fries were very good too sold separately or as a drink fries combo. Friendly owner working long hours to make it happen. He's got...More"
"277","rn532000608","Reviewed October 11, 2017 "," Kata Beach","Burger House Kata Beach","I ordered the cheese burger in combo with the beer and the chips, taste was absolutely delicious, chips were big enough. Beer was good but need to be a little bit more colder."
"278","rn521714505","Reviewed September 6, 2017 "," Kata Beach","Burger House Kata Beach","Our first stop after checkin in at the hotel was at burger house to have our lunch. Its halal. The cafe was a bit small but dont judge. The foods were at affordable price and very filling. We had our lunch twice at this cafe....More"
"279","rn509858355","Reviewed August 7, 2017 "," Kata Beach","Burger House Kata Beach","Stumble across this place on our evening walk
I order the cheese burger which l realty enjoyed. My husband had the chicken burger. We also ordered fries
Food was good, staff attentive
Would recommend"
"280","rn498498064","Reviewed July 4, 2017 "," Kata Beach","Burger House Kata Beach","Had tasty basic burger here on a hot day -Really good service the food is great and the music is great-Nice people."
"281","rn497390817","Reviewed June 30, 2017 "," Kata Beach","Burger House Kata Beach","Had a cheeseburger meal and a chicken wrap. Nothing special about these. Tasted like every other grill.More"
"282","rn490108735","Reviewed June 3, 2017 "," Kata Beach","Burger House Kata Beach","Had to try a wrap was one of the most tastiest wraps I've had in Thailand plenty of meat inside which is rear would recommend you try the wife had a burger and she said very good which for a Thai to say is very...More"
"283","rn489856998","Reviewed June 2, 2017 "," Kata Beach","Burger House Kata Beach","We were a bit tired of local food and craving a burger. Called them about 20 min before closing time and they waited for us; the cheese burger and the mushrooms one are very good choices. They sell beer. Recommended!!"
"284","rn476417522","Reviewed April 17, 2017 "," Kata Beach","Burger House Kata Beach","Tried take out burgers from this Burger restaurant.
Was pleasantly surprised at the quality and taste. Probably one of the best burgers I have eaten in Thailand.
Great when you have a craving for a good old fashioned Burger
Great fries and onion rings"
"285","rn476288699","Reviewed April 16, 2017 "," Kata Beach","Burger House Kata Beach","The best burger you can get in Phuket, the shop is small but the meals are so delicious. Definitely will visit again."
"286","rn470997237","Reviewed March 28, 2017 "," Kata Beach","Burger House Kata Beach","My husband and I visited once we landed in Phuket as this was right outside of our hotel. The food was fresh and so tasty! A proper burger, fast food but so fresh!"
"287","rn469520189","Reviewed March 22, 2017 "," Kata Beach","Burger House Kata Beach","Don't miss this place if you are craving for a good burger, very good potatoes wedges. stumbled to this place on the way back to the beach and fully satisfied. good value for money. desserves a better ranking on tripadvisor."
